stamp,strategy,chosen_x,chosen_y,information_gain,loop_closure,localization_uncertainty,safety,distance,collisions_vehicules,collisions_pietons,collisions_obstacles,nb_candidats,safety_min,candidats_penalises,info_gain_min,info_gain_max,loop_closure_max
1789323805,weighted,31.958200468574407,-4.673165473090268e-06,0.3463212157729129,0.0,0.12898456956149015,1.0,32.0,0,0,0,4,1.0,0,0.3463212157729129,0.6041560488541275,0.0
1789323819,weighted,62.05552135824239,-8.679859554217018e-06,0.26395862623016675,0.0,0.1471213325374974,1.0,40.0,0,0,0,4,0.6499836900740767,2,0.13202115551985003,0.6386632166437858,0.0
1789323824,weighted,93.66810221077318,-1.2736841518146136e-05,0.3402268377510925,0.0,0.3344247304423559,1.0,40.0,0,0,0,5,1.0,0,0.3402268377510925,0.6373494518624107,0.0
1789323827,weighted,110.97506358066786,-1.551480718764431e-05,0.1823659369351275,0.0,0.4418774939278361,0.5371069476189728,32.0,0,0,0,3,0.5371069476189728,3,0.1823659369351275,0.4099739929314121,0.0
1789323829,weighted,168.54173049047037,-2.3541506938951073e-05,0.6204674922368192,0.0,0.49853232168479833,0.5257682553623941,64.0,0,0,0,2,0.5257682553623941,2,0.6204674922368192,0.6624595339647521,0.0
1789323836,weighted,131.12719625920556,7.999981517481911,0.0001338956952533976,0.0,0.6218774303845034,1.0,248.0,0,0,0,1,1.0,0,0.0001338956952533976,0.0001338956952533976,0.0
1789323867,weighted,119.54392633183093,7.99998331594819,0.0,0.5996917706925617,0.6587321019496816,1.0,32.0,0,0,0,2,1.0,0,0.0,0.0,0.5996917706925617
1789323868,weighted,61.48020614498716,7.999991340174495,0.0001506326571600723,0.5563512359262208,0.6611702611835717,1.0,64.0,0,0,0,2,1.0,0,0.0001338956952533976,0.0001506326571600723,0.5670619379159568
1789323876,weighted,41.100003097980384,7.999994620881416,0.0,0.6001484639645094,0.7318608515413462,1.0,32.0,0,0,0,7,1.0,0,0.0,0.05351364620294124,0.6001484639645094
1789323878,weighted,24.127834026551902,7.999996715980339,0.0,0.5827769950956736,0.7643323281186014,1.0,32.0,0,0,0,6,1.0,0,0.0,0.1915760479729148,0.5992199060459669
1789323880,weighted,-7.656288067893171,25.777189762370416,0.015384615384615385,0.0,0.7897663571908529,1.0,56.0,0,0,0,3,1.0,0,0.015384615384615385,0.24171520385619605,0.0
1789323887,weighted,-7.059390806360773,89.41133269377143,0.5605640255125771,0.0,0.8371841831856875,1.0,72.0,0,0,0,2,1.0,0,0.5605640255125771,0.6075222646904931,0.0
1789323928,weighted,-6.797185115612074,117.36507572173504,0.3688156925754837,0.0,0.8690565272334257,0.4234028620460218,32.0,0,0,0,5,0.2920748862914081,5,0.3688156925754837,0.6952100283855781,0.0
1789323931,weighted,-6.475273955748328,143.2506168849728,0.13014661578630246,0.0,0.8888195047026705,1.0,32.0,0,0,0,1,1.0,0,0.13014661578630246,0.13014661578630246,0.0
1789323934,weighted,0.22031039457827273,165.48440263232214,0.17533641293432414,0.0,0.9038915821333153,1.0,32.0,0,0,0,8,1.0,0,0.17533641293432414,0.7261833032068019,0.0
1789323937,weighted,35.77946421519745,192.6936208581541,0.46037356898975695,0.0,0.9227141280846609,1.0,56.0,0,0,0,8,1.0,0,0.10510812077391712,0.7004530137689406,0.0
1789323943,weighted,58.914216419300445,198.50156583302595,0.22648456852112206,0.0,0.9364694791590288,1.0,32.0,0,0,0,7,1.0,0,0.22648456852112206,0.6803463435317221,0.0
1789323946,weighted,91.84659994256593,199.68058001906888,0.5384113275758184,0.0,0.9373818628110778,1.0,40.0,0,0,0,7,1.0,0,0.41146147151369084,0.7818839124322152,0.0
1789323950,weighted,109.53974463902527,199.98901908126516,0.16295106112338487,0.0,0.936491351659513,1.0,32.0,0,0,0,6,1.0,0,0.16295106112338487,0.6285900783289817,0.0
1789323952,weighted,135.06254185252183,200.43397713480257,0.31432014460735086,0.0,0.937617325784428,1.0,32.0,0,0,0,2,1.0,0,0.31432014460735086,0.43566981321550513,0.0
1789323955,weighted,223.7892810545201,111.33430963536878,0.8748870255071299,0.0,0.9430640190922325,1.0,184.0,0,0,0,5,1.0,0,0.8748870255071299,0.9113434318876121,0.0
1789324005,weighted,132.65020091723986,7.999981745724028,0.6909017875075318,0.9186438017775046,0.9438686894165511,1.0,192.0,0,0,0,5,0.9450246708192171,4,0.6909017875075318,0.7106514025574077,0.9186438017775046
1789324027,weighted,106.47457450142637,7.999985132724054,0.0,0.9223417721428835,0.6568222629266014,1.0,32.0,0,0,0,2,1.0,0,0.0,0.0,0.9223417721428835
